,plname,Per,Mp,SMA,ecc,inc,Rp,lambda,b,ncomp,dismet,year,RA,dec,BmV,Vmag,dist,Mstar,Rstar,Teff,logg,FeH,PerErrU,MpErrU,SMAErrU,eccErrU,incErrU,RpErrU,lambdaErrU,bErrU,distErrU,MstarErrU,RstarErrU,TeffErrU,loggErrU,FeHErrU,PerErrL,MpErrL,SMAErrL,eccErrL,incErrL,RpErrL,lambdaErrL,bErrL,distErrL,MstarErrL,RstarErrL,TeffErrL,loggErrL,FeHErrL,Vsini,VsiniErrU,VsiniErrL,age,ageErrU,ageErrL,SHK,RHK
2818,WASP-100 b,2.849375,2.00868,0.0457351,0.0,82.6,1.69,,0.64,1,Transit,2013,68.95966667,-64.02702778,,10.8,331.84,1.57,2.0,6900.0,4.04,-0.03,8e-06,0.113872,0.000971021,,2.6,0.29,,0.08,34.04,0.1,0.3,120.0,0.11,0.1,8e-06,0.113872,0.000971021,,1.7,0.29,,-0.16,-28.25,0.1,0.3,120.0,-0.11,0.1,12.8,0.8,-0.8,,,,,
2819,WASP-101 b,3.585722,0.5,0.0505526,0.0,85.0,1.41,,0.736,1,Transit,2013,98.35108334,-23.48616667,,10.3,197.88,1.34,1.29,6400.0,4.34,0.2,4e-06,0.004,0.000880269,,0.2,0.05,,0.013,9.56,0.07,0.04,110.0,0.02,0.12,4e-06,0.004,0.000880269,,0.2,0.05,,-0.013,-8.71,0.07,0.04,110.0,-0.02,0.12,12.4,0.5,-0.5,0.9,0.4,1.3,,
2820,WASP-103 b,0.925542,1.49,0.01985,0.0,86.3,1.528,3.0,0.19,1,Transit,2014,249.3148751,7.183352778,,12.1,470.0,1.22,1.436,6110.0,4.22,0.06,1.9e-05,0.088,0.00021,,2.7,0.073,33.0,0.13,35.0,0.0039,0.031,100.0,0.12,0.13,1.9e-05,-0.088,0.00021,,2.7,0.047,33.0,-0.13,35.0,0.0039,0.052,100.0,-0.05,0.13,10.6,0.9,-0.9,4.0,1.0,1.0,,
2821,WASP-104 b,1.7554137,1.272,0.02918,0.0,83.63,1.137,,0.724,1,Transit,2014,160.6024334,7.435,,11.12,143.0,1.076,0.963,5475.0,4.503,0.32,1.8e-06,0.047,0.00045,0.06,0.25,0.037,,0.014,10.0,0.049,0.027,127.0,0.016,0.09,-3.6e-06,0.047,0.00045,0.0,0.25,0.037,,0.014,10.0,0.049,0.027,-127.0,0.016,0.09,0.4,0.7,-0.7,3.0,2.0,-2.0,,
2822,WASP-106 b,9.289715,1.925,0.0917,0.0,89.49,1.085,,0.127,1,Transit,2014,166.4297375,-5.079166667,,11.21,283.0,1.19,1.393,6055.0,4.23,-0.09,1e-05,0.076,0.0014,0.13,0.35,0.046,,0.149,21.0,0.05,0.048,136.0,0.01,0.09,1e-05,0.076,0.0014,0.0,0.64,0.028,,-0.087,21.0,-0.05,0.028,-136.0,-0.02,0.09,6.3,0.7,-0.7,7.0,2.0,-2.0,,
2823,WASP-11 b,3.722465,0.487,0.0435,0.0,89.8,1.045,,0.054,1,Transit,2009,47.36892917,30.67352778,1.0,11.89,121.7,0.83,0.81,4980.0,4.45,0.13,6e-06,0.018,0.0006,,0.1,0.033,,0.168,4.35549,0.03,0.02,60.0,0.2,0.08,8e-06,-0.018,-0.0006,,0.1,0.033,,0.05,4.06457,0.03,0.02,60.0,0.2,0.08,0.5,0.2,,11.2,4.1,4.1,,
2825,WASP-12 b,1.0914203,1.34899,0.0225329,0.049,83.37,1.9,59.0,0.351,1,Transit,2009,97.63664166,29.67227778,0.42,11.69,427.0,1.28,1.66,6360.0,4.16,0.3,1.4e-07,0.0509218,0.000375549,0.015,0.72,0.057,15.0,0.03,90.0,0.05,0.05,130.0,0.01,0.05,-1.4e-07,0.0509218,0.000375549,0.015,-0.64,-0.055,20.0,-0.034,90.0,0.05,-0.04,-140.0,-0.01,0.15,2.2,1.5,,1.7,0.8,0.8,,
2826,WASP-13 b,4.3530135,0.472376,0.05362,0.0,85.64,1.365,8.0,0.603,1,Transit,2009,140.102925,33.88238889,0.89,10.42,156.0,1.09,1.56,5950.0,4.06,0.0,2.7e-06,0.0344497,0.00074,,0.24,0.034,12.0,0.025,18.0,0.05,0.04,70.0,0.1,0.2,2.7e-06,0.0344497,-0.00085,,0.24,0.062,14.0,0.025,18.0,,,70.0,0.1,0.2,5.26,0.25,0.25,,,,,
2828,WASP-14 b,2.2437661,7.65457,0.0367693,0.087,84.79,1.281,-33.1,0.535,1,Transit,2009,218.2764792,21.89469444,0.46,9.75,171.05,1.31,1.31,6475.0,4.07,0.0,1.1e-06,0.293081,0.000701704,0.002,0.67,0.075,7.4,0.031,8.14,0.05,0.07,100.0,0.043,0.2,1.1e-06,0.293081,0.000701704,0.002,0.67,0.082,7.4,0.041,-7.43,0.1,0.073,100.0,0.357,0.2,4.9,1.0,,0.75,0.25,0.25,,
2829,WASP-15 b,3.7520656,0.541448,0.0499436,0.0,85.96,1.379,-139.6,0.525,1,Transit,2009,208.9279376,-32.15961111,0.37,11.0,308.0,1.18,1.48,6300.0,4.35,-0.17,2.8e-06,0.0208612,0.000832394,,0.29,0.067,4.3,0.037,,0.03,0.07,100.0,0.15,0.11,2.8e-06,0.0208612,0.000832394,,0.41,0.058,5.2,0.028,,0.03,0.072,100.0,0.15,0.11,4.0,2.0,,3.9,1.3,1.3,,
2830,WASP-16 b,3.1186009,0.839364,0.0417858,0.0,85.22,1.008,-4.2,0.798,1,Transit,2009,214.6830084,-20.2755,1.22,11.3,207.84,1.0,0.946,5550.0,4.495,0.01,1.31e-05,0.0319679,0.00069643,,0.27,0.071,11.0,0.026,0.0,0.03,0.054,130.0,0.03,0.1,1.31e-05,0.0319679,0.00069643,,-0.43,0.071,13.9,0.019,0.0,0.03,0.054,130.0,0.054,0.1,3.0,1.0,,2.3,2.2,2.2,,
2831,WASP-17 b,3.735438,0.507667,0.0515,0.028,86.63,1.932,-148.5,0.4,1,Transit,2010,239.9622792,-28.06175,0.24,11.6,400.0,1.31,1.57,6650.0,4.16,-0.19,6.8e-06,0.0300802,0.00034,0.015,0.39,0.052,4.2,0.043,60.0,0.03,0.06,80.0,0.03,0.09,6.8e-06,0.0300802,0.00034,0.018,0.45,0.1,5.1,0.04,60.0,-0.03,-0.06,80.0,-0.03,0.09,9.0,1.5,,3.0,-2.6,-2.6,,
2832,WASP-18 b,0.9414518,10.0636,0.0201401,0.00848,80.6,1.165,4.0,0.527,1,Transit,2009,24.35420834,-45.67793056,0.49,9.3927,126.47,1.22,1.23,6400.0,4.367,0.0,4e-07,0.335619,0.000335668,0.00085,1.1,0.057,5.0,0.052,4.93,0.03,0.045,100.0,0.028,0.09,4e-07,0.335619,0.000335668,0.00095,1.3,-0.057,5.0,0.046,-4.58,0.03,0.045,100.0,0.042,0.09,11.0,1.5,,0.63,0.53,0.53,,
2833,WASP-19 b,0.78883899,1.11405,0.01634,0.0046,79.4,1.395,4.6,0.657,1,Transit,2010,148.4169875,-45.65916667,0.99,12.59,,0.93,1.004,5568.0,4.45,0.15,4e-08,0.0393463,0.00024,0.0044,0.4,0.025,5.2,0.015,,0.02,0.018,71.0,0.05,0.07,-4e-08,0.0393463,-0.00024,0.0044,0.4,0.025,5.2,0.015,,0.02,0.018,-71.0,-0.05,-0.07,4.63,0.26,-0.26,11.5,2.7,2.7,,
2834,WASP-2 b,2.15222144,0.904818,0.0312729,0.0,84.73,1.079,-153.0,0.737,1,Transit,2007,307.7255417,6.429527778,1.02,11.88,165.837,0.88,0.84,5150.0,4.537,-0.08,4e-07,0.0350237,0.000521215,,0.18,0.033,15.0,0.012,37.0023,0.02,0.06,80.0,0.035,0.08,4e-07,0.0350237,0.000521215,,0.19,0.033,11.0,0.013,25.5849,0.02,-0.07,80.0,0.046,0.08,,,,5.6,8.4,-5.6,,
2835,WASP-20 b,4.8996284,0.311,0.06003,0.0,85.57,1.459,8.1,0.718,1,Transit,2015,5.160541665,-23.93572222,0.49,10.68,210.0,1.202,1.39,5950.0,4.232,-0.008,3.3e-06,0.017,0.00067,,0.022,0.057,3.6,0.018,20.0,0.04,0.04,100.0,0.02,0.06,-3.3e-06,-0.017,0.00067,,0.022,0.057,3.6,-0.018,20.0,0.04,-0.04,100.0,0.02,-0.06,4.71,0.5,0.5,7.0,1.0,2.0,,
2836,WASP-21 b,4.3225126,0.3,0.052,0.0,87.12,1.21,,0.23,1,Transit,2010,347.4927251,18.39605556,0.54,11.58,230.0,1.01,1.06,5800.0,4.28,-0.4,2.2e-06,0.01,0.00041,,0.24,0.032,,0.12,30.0,0.025,0.04,100.0,0.03,0.1,2.2e-06,0.01,-0.00044,,0.24,0.032,,-0.15,30.0,0.025,0.04,100.0,-0.03,0.1,1.5,0.6,-0.6,12.0,5.0,-5.0,,
2837,WASP-22 b,3.53273064,0.617,0.04698,0.023,89.2,1.12,22.0,0.13,1,Transit,2010,52.81801667,-23.81969444,0.39,12.0,318.63,1.25,1.25,6153.0,4.34,-0.05,7e-07,0.0028,0.00037,0.012,0.5,0.04,16.0,0.008,36.49,0.07,0.03,50.0,0.03,0.08,-7e-07,0.017,0.00037,0.012,0.5,0.04,16.0,0.008,-29.69,-0.03,-0.03,-50.0,-0.02,0.08,4.42,0.34,,1.3,0.7,-1.7,,
2838,WASP-23 b,2.9444256,0.884,0.0376,0.0,88.39,0.962,,0.297977,1,Transit,2011,101.1277083,-42.76138889,0.88,12.68,,0.78,0.765,5150.0,4.4,,1.1e-06,0.088,0.0016,0.062,0.79,0.047,,0.1155,,0.13,0.033,100.0,0.2,,1.3e-06,-0.099,0.0024,0.0,0.45,0.056,,0.1155,,0.13,0.049,100.0,0.2,,2.2,0.3,,,,,,-4.68
2839,WASP-24 b,2.3412127,1.071,0.03651,0.0,83.64,1.3,-4.7,0.653,1,Transit,2010,227.2155792,2.343305556,0.78,11.306,337.78,1.129,1.33,6075.0,4.263,0.07,2e-06,0.036,0.00028,,0.29,0.039,4.0,0.018,0.0,0.025,0.03,100.0,0.17,0.1,2e-06,-0.038,0.00028,,0.29,0.038,4.0,-0.019,0.0,0.025,0.048,100.0,0.17,0.1,7.0,0.9,,1.6,1.6,1.6,,
2840,WASP-25 b,3.764825,0.58,0.0474,0.0,88.0,1.26,14.6,0.38,1,Transit,2011,195.3598917,-27.52219444,0.400001,11.88,193.29,1.0,0.95,5750.0,4.5,-0.05,5e-06,0.04,0.0004,,0.5,0.06,6.7,0.06,19.27,0.03,0.04,100.0,0.15,0.1,-5e-06,0.04,0.0004,,-0.5,0.06,6.7,0.07,-16.07,0.03,0.04,100.0,0.15,0.1,3.0,1.0,,,,,,
2841,WASP-26 b,2.7566004,1.028,0.03985,0.0,82.91,1.281,-34.0,0.83,1,Transit,2010,4.602920835,-15.26730556,0.32,11.3,250.0,1.12,1.34,5950.0,4.3,-0.02,6.7e-06,0.021,0.00033,,0.46,0.075,36.0,0.02,15.0,0.03,0.06,100.0,0.2,0.09,6.7e-06,0.021,0.00033,,0.46,0.075,26.0,0.02,15.0,0.03,0.06,100.0,0.2,0.09,3.9,0.4,,6.0,2.0,2.0,,
2842,WASP-28 b,3.40883,0.907,0.0446486,0.046,88.61,1.213,8.0,0.21,1,Transit,2014,353.616125,-1.580055556,0.47,12.03,410.0,1.021,1.09,6150.0,4.37,-0.29,6e-06,0.043,0.000744143,0.03,0.67,0.042,18.0,0.1,70.0,0.05,0.03,140.0,0.018,0.1,6e-06,0.043,0.000744143,0.03,0.67,0.042,18.0,-0.1,70.0,0.05,-0.03,140.0,0.018,0.1,3.25,0.34,-0.34,5.0,2.0,3.0,,
2844,WASP-3 b,1.8468372,1.98,0.0313,0.003,85.06,1.4,13.0,0.448,1,Transit,2008,278.6317709,35.66152778,0.37,10.64,245.81,1.23,1.36,6400.0,4.26,0.0,6e-07,0.06,0.0001,0.013,0.16,0.03,9.0,0.014,21.26,0.03,0.02,100.0,0.01,0.2,6e-07,-0.06,0.0001,-0.002,0.16,-0.03,7.0,0.014,-18.12,-0.03,-0.02,100.0,-0.01,0.2,14.1,1.5,1.3,,,,,
2845,WASP-31 b,3.4059096,0.478,0.04657,0.0,84.54,1.549,2.8,0.769,1,Transit,2011,169.4389875,-19.05477778,0.31,11.7,400.0,1.165,1.25,6200.0,4.308,-0.19,5e-06,0.029,0.00034,,0.027,0.05,3.1,0.016,0.0,0.026,0.03,100.0,0.02,0.09,-5e-06,-0.029,0.00034,,0.027,-0.05,3.1,0.016,0.0,0.026,0.04,100.0,0.02,0.09,7.6,0.4,0.4,,1.0,1.0,,
2846,WASP-32 b,2.718661,3.6,0.0394,0.018,85.1,1.1,-2.0,0.66,1,Transit,2010,3.961858335,1.200194444,0.8,11.3,232.42,1.1,1.09,6140.0,4.4,-0.13,2e-06,0.07,0.0003,0.0065,0.2,0.04,19.0,0.02,40.81,0.03,0.03,90.0,0.02,0.1,2e-06,0.07,0.0003,0.0065,0.2,0.04,15.0,0.02,-30.2,0.03,0.03,100.0,0.02,0.1,3.9,0.4,0.5,,,,,
2847,WASP-33 b,1.21986983,2.1,0.02555,0.0,87.7,1.603,-108.8,0.155,1,Transit,2006,36.71275001,37.55050278,0.09,8.3,117.53,1.5,1.44,7430.0,4.3,0.1,4.5e-07,0.1,0.00017,,1.8,0.014,1.0,0.1,3.43,0.03,0.03,100.0,0.2,0.2,4.5e-07,0.1,-0.00017,,1.8,0.014,1.0,-0.12,-3.25,0.031,0.034,200.0,0.2,0.2,90.0,10.0,,,,,,
2848,WASP-34 b,4.3176782,0.59,0.0524,0.038,85.2,1.22,,0.904,1,Transit,2011,165.3995583,-23.86063889,0.77,10.28,112.75,1.01,0.93,5700.0,4.5,-0.02,4.5e-06,0.01,0.0004,0.012,0.2,0.08,,0.017,9.14,0.07,0.12,100.0,0.1,0.1,4.5e-06,0.01,0.0004,0.012,0.2,0.08,,-0.014,-7.87,0.07,,100.0,0.1,0.1,1.4,0.6,,,0.12,0.12,,
2849,WASP-35 b,3.161575,0.716644,0.04317,0.0,87.96,1.32,,0.3,1,Transit,2011,76.081775,-6.229805555,0.610001,10.95,,1.07,1.09,5990.0,4.4,-0.15,2e-06,0.0587383,0.00028,,0.25,0.03,,0.04,,0.02,0.02,80.0,0.01,0.09,2e-06,0.0587383,0.00028,,0.25,0.03,,0.04,,0.02,0.02,80.0,0.01,0.09,3.9,0.4,,,,,,
2850,WASP-36 b,1.53736596,2.361,0.02624,0.0,83.15,1.327,,0.662,1,Transit,2012,131.5804083,-8.026944444,0.400001,12.7,450.0,1.08,0.98,5959.0,4.49,-0.31,2.4e-07,0.07,0.00027,,0.13,0.021,,0.012,120.0,0.03,0.01,134.0,0.01,0.12,-2.4e-07,-0.07,0.00027,,-0.13,-0.021,,0.014,120.0,-0.03,-0.01,-134.0,-0.01,0.12,3.3,1.2,,3.0,2.0,2.0,,
2851,WASP-37 b,3.577471,1.79324,0.04339,0.0,88.82,1.16,,0.198,1,Transit,2011,221.9440001,1.064944444,0.6,12.704,343.0,0.849,0.977,5800.0,4.25,-0.4,1.1e-05,0.166323,0.00152,,0.77,0.07,,0.132,40.7227,0.04,0.042,150.0,0.15,0.12,1.1e-05,0.166323,0.00152,,-0.86,0.06,,0.128,32.9085,0.04,0.042,150.0,0.15,0.12,2.4,1.6,,11.0,4.0,4.0,,
2852,WASP-38 b,6.87188,2.691,0.07522,0.028,88.69,1.09,7.5,0.12,1,Transit,2011,243.95985,10.03258333,0.476,9.477,137.77,1.23,1.35,6180.0,4.25,-0.02,1e-05,0.058,0.00074,0.003,0.3,0.02,4.7,0.08,6.09,0.04,0.02,40.0,0.012,0.07,1e-05,-0.058,-0.00075,0.003,-0.25,0.02,6.1,0.07,-5.59,0.04,0.02,60.0,0.013,0.07,7.5,0.01,0.29,5.0,inf,,,
2854,WASP-4 b,1.33823187,1.216,0.02312,0.0,89.47,1.395,4.0,0.051,1,Transit,2008,353.5628417,-42.06141667,0.5,12.5,300.0,0.89,0.914,5436.0,4.45,-0.03,2.5e-07,0.013,0.00033,,0.51,0.022,34.0,0.023,50.0,0.01,0.02,34.0,0.016,0.09,2.5e-07,-0.013,0.00033,,0.24,0.022,43.0,0.049,50.0,-0.01,0.023,-34.0,0.029,0.09,2.2,0.6,-1.0,7.0,2.9,-2.9,,
2855,WASP-41 b,3.052404,0.93905,0.04,0.026,89.4,1.18,29.0,0.1,2,Transit,2011,190.6187375,-30.63986111,0.73,11.63,156.56,0.93,0.87,5545.0,4.53,-0.08,9e-07,0.0490467,0.001,0.0,0.3,0.03,14.0,0.06,6.39,0.07,0.03,33.0,0.02,0.09,-9e-07,0.0490467,0.001,0.026,0.3,0.03,10.0,0.06,-5.91,-0.07,-0.03,-33.0,-0.02,0.09,2.64,0.25,-0.25,,,,,
2857,WASP-42 b,4.9816819,0.527,0.0561,0.06,88.0,1.122,,0.41,1,Transit,2012,192.9815459,-42.07358333,,12.57,160.0,0.95,0.89,5315.0,4.51,0.29,1.1e-06,0.028,0.0012,0.013,0.17,0.039,,0.045,40.0,0.06,0.03,79.0,0.02,0.05,-1.1e-06,-0.028,-0.0012,0.013,-0.17,-0.039,,0.055,40.0,-0.06,-0.03,-79.0,-0.02,-0.05,2.7,0.4,,4.4,4.4,-3.4,,
2858,WASP-43 b,0.81347753,2.034,0.01526,0.0035,82.33,1.036,3.5,0.66,1,Transit,2011,154.9083666,-9.80625,1.0,12.4,80.0,0.717,0.667,4520.0,4.646,-0.05,7e-07,0.052,0.00018,0.0025,0.2,0.019,6.8,0.04,29.0869,0.025,0.01,120.0,0.059,0.17,7e-07,0.052,0.00018,0.0025,0.2,0.019,6.8,0.07,16.8409,0.025,0.01,120.0,0.044,0.17,4.0,0.4,,0.4,inf,,,
2859,WASP-44 b,2.4238039,0.889,0.03473,0.0,86.02,1.14,,0.56,1,Transit,2012,3.903208335,-11.93813889,0.8,12.9,,0.95,0.927,5410.0,4.481,0.06,8.7e-06,0.062,0.00041,,0.86,0.11,,0.076,,0.03,0.068,150.0,0.068,0.1,8.7e-06,0.062,0.00041,,0.86,0.11,,0.123,,0.034,0.057,150.0,0.057,0.1,3.2,0.9,,0.9,0.6,0.6,,
2860,WASP-45 b,3.1260876,1.00188,0.0405459,0.0,84.686,0.992,,0.888,1,Transit,2012,5.23748751,-35.99827778,1.33,12.0,225.07,0.909,0.92,5140.0,4.47,0.5,3.5e-06,0.0520663,0.0008921,,0.098,0.038,,0.045,17.6,0.06,0.02,200.0,0.01,0.12,3.5e-06,0.0520663,0.0008921,,-0.098,-0.038,,0.026,-15.22,0.06,-0.02,200.0,-0.01,0.12,2.3,0.7,,1.4,1.0,1.0,,
2861,WASP-46 b,1.43036763,2.101,0.02448,0.0,82.8,1.174,,0.737,1,Transit,2012,318.7369209,-55.87177778,0.1,12.9,,0.956,0.917,5620.0,4.49,-0.37,9.3e-07,0.073,0.00028,,0.17,0.037,,0.019,,0.034,0.028,160.0,0.01,0.13,-9.3e-07,0.073,0.00028,,-0.17,-0.037,,0.019,,0.034,0.028,160.0,-0.01,0.13,1.9,1.2,,9.6,3.7,-5.5,,
2862,WASP-47 b,4.1591409,1.13,0.0509676,0.0028,89.02,1.15,,0.13,4,Transit,2012,331.2030459,-12.01886111,0.735,11.9,200.0,1.02,1.15,5576.0,4.35,0.36,7.2e-06,0.038,0.00126586,0.0028,0.17,0.04,,0.05,30.0,0.076,0.04,68.0,0.08,0.05,7.2e-06,0.038,0.00126586,0.0028,0.17,0.02,,0.08,30.0,0.076,0.04,-68.0,-0.08,-0.05,1.8,0.24,-0.16,6.5,2.6,-1.2,,
2865,WASP-48 b,2.14363544,0.969551,0.03444,0.0,81.99,1.396,,0.73,1,Transit,2011,291.1624334,55.47313889,0.660001,11.66,,1.19,1.52,5990.0,4.1,-0.12,5.8e-07,0.0864907,0.00043,,0.54,0.051,,0.03,,0.04,0.05,90.0,0.02,0.12,-5.8e-07,0.0864907,0.00043,,-0.54,-0.051,,0.03,,0.04,-0.05,90.0,-0.02,0.12,12.2,0.7,,6.6,1.2,-5.6,,
2866,WASP-49 b,2.7817387,0.376728,0.0378972,0.0,84.89,1.115,,0.745,1,Transit,2012,91.08947501,-16.96527778,0.58,11.35,170.0,0.94,0.98,5600.0,4.5,-0.23,5.6e-06,0.0262594,0.00105046,,0.19,0.047,,0.014,20.0,0.08,0.03,150.0,0.1,0.07,5.6e-06,0.0262594,0.00105046,,0.19,0.047,,0.014,20.0,,,,0.1,0.07,0.9,0.3,,,,,,
2867,WASP-5 b,1.6284246,1.62047,0.0271923,0.038,86.1,1.171,12.1,0.31,1,Transit,2008,359.3489958,-41.27713889,0.48,12.3,300.03,1.01,1.084,5700.0,4.403,0.09,1.3e-06,0.055083,0.000453206,0.026,0.7,0.057,8.0,0.06,0.360504,0.04,0.041,100.0,0.039,0.09,1.3e-06,0.055083,0.000453206,-0.018,1.5,0.057,10.0,-0.28,0.35962,0.04,0.041,100.0,0.048,0.09,3.05,0.41,,3.0,1.4,1.4,,
2868,WASP-50 b,1.9550959,1.437,0.02913,0.009,84.74,1.138,,0.689,1,Transit,2011,43.6880625,-10.89805556,0.990001,11.6,183.57,0.861,0.855,5400.0,4.537,-0.12,5.1e-06,0.068,0.00064,0.006,0.24,0.026,,0.016,13.03,0.057,0.019,100.0,0.022,0.08,5.1e-06,0.068,0.00064,0.006,0.24,0.026,,0.018,-11.41,0.057,0.019,100.0,0.022,0.08,2.6,0.5,,8.1,4.5,7.0,,
2869,WASP-52 b,1.7497798,0.46,0.0272,0.0,85.35,1.27,24.0,0.6,1,Transit,2013,348.4948334,8.761277777,0.9,12.0,140.0,0.87,0.79,5000.0,4.58,0.03,1.2e-06,0.02,0.0003,,0.2,0.03,17.0,0.02,20.0,0.03,0.02,100.0,0.01,0.12,1.2e-06,0.02,0.0003,,0.2,0.03,9.0,-0.02,20.0,0.03,0.02,100.0,-0.01,0.12,3.6,0.9,-0.9,0.4,0.3,0.3,,-4.4
2870,WASP-54 b,3.6936411,0.636,0.04987,0.067,84.97,1.653,,0.49,1,Transit,2013,205.4542833,-0.128055556,0.56,10.42,200.0,1.21,1.83,6100.0,4.0,-0.27,4.3e-06,0.025,0.00044,0.033,0.61,0.09,,0.026,30.0,0.03,0.09,100.0,0.03,0.08,-7.4e-06,-0.024,-0.00044,-0.025,0.61,-0.083,,-0.044,30.0,-0.03,-0.08,-100.0,-0.04,-0.08,4.0,0.8,-0.8,6.3,1.6,-2.4,,
2871,WASP-55 b,4.4656291,0.627,0.0558,0.0,89.6,1.335,,0.15,1,Transit,2012,203.7581084,-17.50352778,0.94,11.75,284.62,1.16,1.1,6070.0,4.42,-0.2,1.1e-06,0.038,0.0006,0.2,0.2,0.032,,0.12,29.66,0.04,0.02,53.0,0.01,0.08,-1.1e-06,-0.039,-0.0006,0.0,0.2,-0.022,,0.12,-24.54,-0.04,-0.02,-53.0,-0.01,0.08,3.1,1.0,,1.1,0.9,-0.6,,
2872,WASP-56 b,4.617101,0.571,0.05458,0.0,88.5,1.092,,0.272,1,Transit,2013,183.366275,23.05563889,1.256,11.484,255.0,1.02,1.112,5600.0,4.35,0.12,4e-06,0.034,0.00041,,0.1,0.035,,0.029,40.0,0.02,0.026,100.0,0.02,0.06,-2e-06,-0.035,-0.00041,,-0.2,-0.033,,0.018,40.0,-0.02,0.022,-100.0,-0.02,-0.06,1.5,0.9,-0.9,6.2,3.0,-2.1,,
2873,WASP-57 b,2.83891856,0.675475,0.0386362,0.0,88.0,0.916,,0.345,1,Transit,2013,223.8200834,-2.057638889,0.56,13.04,455.0,0.954,0.93,5600.0,4.574,-0.25,8.1e-07,0.0523705,0.000643937,,0.1,0.017,,0.033,80.0,0.027,0.03,100.0,0.009,0.1,-8.1e-07,0.0523705,0.000643937,,0.2,0.014,,0.014,80.0,0.027,-0.03,-100.0,0.012,-0.1,3.7,1.3,-1.3,,,,,
2874,WASP-58 b,5.01718,0.89,0.0562022,0.0,87.4,1.37,,0.46,1,Transit,2013,274.7010459,45.17197222,0.67,11.66,300.0,0.94,1.17,5800.0,4.27,-0.45,1.1e-05,0.07,0.00199298,,1.5,0.2,,0.23,50.0,0.1,0.13,150.0,0.09,0.09,1.1e-05,0.07,0.00199298,,1.5,0.2,,-0.23,50.0,0.1,0.13,150.0,-0.09,0.09,2.8,0.9,-0.9,3.2,2.1,4.5,,-4.4
2875,WASP-59 b,7.919585,0.863,0.0697,0.1,89.27,0.775,,0.29,1,Transit,2013,349.6230834,24.88927778,0.92,13.0,125.0,0.719,0.61,4650.0,4.72,-0.15,1e-05,0.045,0.0011,0.042,0.52,0.068,,0.18,25.0,0.035,0.04,150.0,0.06,0.11,1e-05,-0.045,-0.0011,-0.042,-0.52,-0.068,,-0.18,25.0,0.035,-0.04,150.0,-0.06,0.11,2.3,1.2,-1.2,0.5,0.4,0.7,,-4.1
2876,WASP-6 b,3.36100208,0.503,0.0428704,0.054,88.38,1.23,-11.0,0.26,1,Transit,2009,348.1572959,-22.67391667,0.99,11.91,307.0,0.93,0.86,5375.0,4.49,-0.15,3.1e-07,0.019,0.000714507,0.015,0.31,0.035,18.0,0.07,,0.02,0.02,65.0,0.02,0.09,-3.1e-07,0.038,0.000714507,0.015,-0.31,-0.035,14.0,0.11,,0.02,-0.02,-65.0,-0.02,-0.09,1.6,0.27,,11.0,7.0,7.0,,
2877,WASP-60 b,4.3050011,0.514,0.0531,0.0,87.9,0.86,,0.37,1,Transit,2013,356.6666,31.15594444,0.68,12.18,400.0,1.078,1.14,5900.0,4.35,-0.04,6.2e-06,0.034,0.0006,,1.6,0.12,,0.23,60.0,0.035,0.13,100.0,0.09,0.09,-6.2e-06,-0.034,-0.0006,,-1.6,-0.12,,-0.23,60.0,0.035,0.13,100.0,-0.09,0.09,3.4,0.8,-0.8,3.6,2.1,4.3,,-4.4
2878,WASP-61 b,3.8559,2.05477,0.0514,0.0,89.35,1.24,,0.09,1,Transit,2012,75.29965001,-26.05413889,0.34,12.49,480.0,1.22,1.36,6320.0,4.256,-0.1,3e-06,0.078598,0.0009,,0.45,0.03,,0.09,65.0,0.07,0.03,140.0,0.011,0.12,3e-06,0.078598,0.0009,,-0.66,0.03,,0.06,65.0,0.07,0.03,150.0,0.011,0.12,10.3,0.5,,,,,,
2879,WASP-62 b,4.411953,0.57,0.0567,0.0,88.3,1.39,,0.29,1,Transit,2012,87.13997501,-63.98838889,0.52,10.21,171.79,1.25,1.28,6280.0,4.45,0.04,3e-06,0.04,0.0007,,0.6,0.06,,0.08,10.2,0.05,0.05,80.0,0.1,0.06,3e-06,0.04,0.0007,,0.6,0.06,,0.14,-9.12,0.05,0.05,80.0,0.1,0.06,8.7,0.4,,,,,,
2880,WASP-63 b,4.37809,0.38,0.0574,0.0,87.8,1.43,,0.26,1,Transit,2012,94.33644167,-38.32327778,0.59,11.15,296.2,1.32,1.88,5570.0,4.01,0.08,6e-06,0.03,0.0007,,1.3,0.06,,0.13,30.37,0.05,0.06,90.0,0.02,0.07,6e-06,0.03,0.0007,,1.3,0.06,,0.15,-25.2,0.05,0.06,100.0,0.04,0.07,2.8,0.5,,,,,,
2881,WASP-64 b,1.5732918,1.271,0.02648,0.0,86.57,1.271,,0.322,1,Transit,2013,101.1150417,-32.85838889,,12.29,350.0,1.004,1.058,5400.0,4.392,-0.08,1.5e-06,0.068,0.00024,,0.8,0.039,,0.048,90.0,0.028,0.025,100.0,0.016,0.11,-1.5e-06,-0.068,-0.00024,,-0.6,-0.039,,-0.068,90.0,0.028,0.025,-100.0,0.016,-0.11,3.4,0.8,-0.8,1.2,1.2,-0.7,,
